Packet Number,Latency (µs)
174,68.89
175,15.66
176,35.0
177,12.52
178,44.15
179,21.62
180,34.03
181,30.72
182,143.78
183,14.06
184,37.78
185,28.34
186,20.78
187,30.48
188,27.76
189,46.81
190,79.36
191,29.43
192,18.17
193,28.79
194,39.2
195,16.14
196,33.25
197,17.24
198,30.92
199,59.95
200,40.43
201,23.77
202,33.95
203,32.53
204,40.46
205,14.43
206,25.46
207,19.51
208,43.58
209,32.14
210,24.86
211,31.74
212,18.16
213,32.16
214,16.72
215,27.9
216,41.3
217,63.45
218,34.34
219,24.65
220,30.34
221,30.48
222,28.49
223,46.55
224,15.97
225,45.47
226,33.15
227,49.29
228,27.97
229,59.49
230,33.53
231,21.2
232,38.52
233,20.96
234,28.78
235,26.9
236,29.75
237,18.27
238,39.18
239,107.98
240,29.23
241,19.41
242,52.89
243,31.35
244,34.19
245,22.83
246,26.88
247,40.16
248,32.29
249,25.08
250,88.33
251,35.12
252,53.14
253,19.73
254,16.86
255,15.06
256,36.52
257,33.92
258,64.49
259,32.57
260,38.99
261,37.63
262,17.58
263,52.12
264,48.45
265,21.12
266,18.72
267,38.57
268,14.42
269,28.1
270,24.25
271,21.94
272,30.99
273,17.07
274,77.6
275,50.22
276,19.37
277,47.08
278,36.13
279,54.36
280,27.95
281,44.64
282,31.81
283,20.35
284,16.66
285,31.3
286,42.96
287,26.64
288,45.37
289,25.54
290,58.27
291,40.11
292,50.2
293,34.48
294,20.33
295,29.79
296,38.4
297,39.57
298,35.26
299,34.84
300,34.27
301,23.25
302,52.88
303,28.78
304,26.72
305,64.37
306,26.14
307,39.03
308,47.45
309,39.11
310,24.31
311,24.69
312,46.26
313,21.92
314,37.89
315,26.25
316,22.69
317,40.47
318,25.39
319,116.075
320,41.71
321,34.59
322,39.3
323,24.78
324,29.52
325,26.33
326,35.15
327,62.95
328,25.41
329,29.21
330,75.53
331,34.45
332,55.59
333,36.93
334,33.59
335,53.51
336,113.74
337,69.99
338,56.37
339,44.16
340,40.19
341,20.72
342,44.53
343,3435.41
344,191.05
345,4423.01
346,2203.29
347,79.89
348,5606.85
349,71.05
350,53.46
351,55.76
352,31.57
353,94.11
354,20.53
355,44.51
356,42.45
357,58.81
358,39.23
359,52.97
360,41.38
361,217.18
362,984.71
363,110.56
364,78.0
365,136.57
366,2231.17
367,282.19
368,200.7
369,257.09
370,173.32
371,247.56
372,230.39
373,240.24
374,279.39
375,143.89
376,213.44
377,180.16
378,266.42
379,165.51
380,211.01
381,118.53
382,300.03
383,139.13
384,126.4
385,202.49
386,200.62
387,118.12
388,201.03
389,195.33
390,178.77
391,1928.27
392,277.5
393,205.94
394,302.03
395,219.29
396,164.38
397,148.01
398,259.93
399,210.97
400,917.2
401,833.84
402,161.06
403,243.66
404,19.33
405,157.94
406,229.5
407,229.44
408,344.56
409,164.75
410,241.0
411,294.79
412,4473.621
413,30.91
414,27.36
415,217.69
416,31.76
417,31.32
418,183.29
419,227.35
420,432.01
421,130.74
422,18.0
423,93.71
424,121.98
425,116.42
426,131.34
427,48.01
428,32.04
429,30.15
430,25.25
431,27.75
432,35.61
433,45.13
434,32.34
435,26.99
436,31.83
437,34.87
438,16.36
439,39.17
440,17.72
441,53.48
442,69.59
443,21.92
444,23.02
445,21.8
446,69.42
447,17.36
448,56.04
449,43.36
450,32.57
451,93.58
452,32.69
453,38.69
454,21.77
455,22.48
456,49.2
457,24.71
458,42.12
459,28.71
460,46.53
461,66.63
462,34.31
463,39.14
464,31.12
465,42.74
466,45.47
467,54.49
468,38.16
469,27.88
470,34.81
471,30.28
472,29.96
473,47.33
474,36.85
475,46.26
476,38.92
477,17.33
478,27.5
479,34.81
480,29.86
481,27.54
482,12.35
483,22.51
484,25.48
485,49.12
486,42.62
487,16.66
488,22.65
489,20.06
490,26.45
491,68.03
492,64.91
493,130.68
494,62.21
495,78.97
496,54.72
497,45.35
498,38.5
499,125.16
500,68.95
