Packet Number,Latency (µs)
455,593.089
456,2698.873
457,2452.696
458,1130.852
459,88.907
460,727.198
461,4178.343
462,852.521
463,982.802
464,766.387
465,1261.581
466,982.899
467,1641.371
468,1481.328
469,677.021
470,2789.43
471,3175.636
472,1614.38
473,1738.81
474,3323.764
475,216.645
476,862.798
477,197.713
478,899.309
479,692.334
480,544.22
481,1132.813
482,867.587
483,1625.689
484,755.0
485,584.211
486,3358.521
487,889.279
488,981.961
489,889.085
490,494.966
491,970.758
492,350.486
493,2649.83
494,284.419
495,561.297
496,678.515
497,1268.575
498,481.57
499,524.085
500,108.873
